,timesteps,reward,hidden_reward,episode_length
3599,31895,-58,0,8
3600,31917,28,0,22
3601,31921,-54,0,4
3602,31945,26,0,24
3603,31960,-65,0,15
3604,31969,-59,0,9
3605,31973,-54,0,4
3606,31975,-52,0,2
3607,31982,-57,0,7
3608,31990,-58,0,8
3609,32000,-60,0,10
3610,32004,-54,0,4
3611,32013,-59,0,9
3612,32021,-58,0,8
3613,32023,-52,0,2
3614,32029,-56,0,6
3615,32036,-57,0,7
3616,32040,-54,0,4
3617,32044,-54,0,4
3618,32046,-52,0,2
3619,32097,-1,0,51
3620,32101,-54,0,4
3621,32104,-53,0,3
3622,32110,-56,0,6
3623,32115,-55,0,5
3624,32119,-54,0,4
3625,32121,-52,0,2
3626,32124,-53,0,3
3627,32128,-54,0,4
3628,32130,-52,0,2
3629,32133,-53,0,3
3630,32135,-52,0,2
3631,32138,-53,0,3
3632,32141,-53,0,3
3633,32170,21,0,29
3634,32172,-52,0,2
3635,32272,-100,0,100
3636,32276,-54,0,4
3637,32313,13,0,37
3638,32319,-56,0,6
3639,32321,-52,0,2
3640,32324,-53,0,3
3641,32326,-52,0,2
3642,32328,-52,0,2
3643,32332,-54,0,4
3644,32335,-53,0,3
3645,32342,-57,0,7
3646,32344,-52,0,2
3647,32348,-54,0,4
3648,32362,36,0,14
3649,32364,-52,0,2
3650,32366,-52,0,2
3651,32369,-53,0,3
3652,32371,-52,0,2
3653,32373,-52,0,2
3654,32376,-53,0,3
3655,32381,-55,0,5
3656,32388,-57,0,7
3657,32396,-58,0,8
3658,32398,-52,0,2
3659,32405,-57,0,7
3660,32408,-53,0,3
3661,32412,-54,0,4
3662,32417,-55,0,5
3663,32424,-57,0,7
3664,32524,-100,0,100
3665,32530,-56,0,6
3666,32532,-52,0,2
3667,32535,-53,0,3
3668,32543,-58,0,8
3669,32552,-59,0,9
3670,32557,-55,0,5
3671,32559,-52,0,2
3672,32561,-52,0,2
3673,32575,-64,0,14
3674,32580,-55,0,5
3675,32608,22,0,28
3676,32610,-52,0,2
3677,32613,-53,0,3
3678,32619,-56,0,6
3679,32621,-52,0,2
3680,32623,-52,0,2
3681,32630,-57,0,7
3682,32633,-53,0,3
3683,32641,-58,0,8
3684,32652,-61,0,11
3685,32657,-55,0,5
3686,32659,-52,0,2
3687,32667,-58,0,8
3688,32671,-54,0,4
3689,32679,-58,0,8
3690,32682,-53,0,3
3691,32696,-64,0,14
3692,32698,-52,0,2
3693,32702,-54,0,4
3694,32704,-52,0,2
3695,32708,-54,0,4
3696,32712,-54,0,4
3697,32725,37,0,13
3698,32727,-52,0,2
3699,32729,-52,0,2
3700,32733,-54,0,4
3701,32736,-53,0,3
3702,32761,25,0,25
3703,32768,-57,0,7
3704,32811,7,0,43
3705,32815,-54,0,4
3706,32828,-63,0,13
3707,32830,-52,0,2
3708,32869,11,0,39
3709,32878,-59,0,9
3710,32891,-63,0,13
3711,32898,-57,0,7
3712,32905,-57,0,7
3713,32910,-55,0,5
3714,32918,-58,0,8
3715,32924,-56,0,6
3716,32928,-54,0,4
3717,32932,-54,0,4
3718,32934,-52,0,2
3719,32959,25,0,25
3720,32963,-54,0,4
3721,32968,-55,0,5
3722,32977,-59,0,9
3723,32985,-58,0,8
3724,32989,-54,0,4
3725,32992,-53,0,3
3726,32998,-56,0,6
3727,33029,19,0,31
3728,33039,-60,0,10
3729,33048,41,0,9
3730,33050,-52,0,2
3731,33058,-58,0,8
3732,33086,22,0,28
3733,33090,-54,0,4
3734,33103,-63,0,13
3735,33109,-56,0,6
3736,33111,-52,0,2
3737,33128,33,0,17
3738,33131,-53,0,3
3739,33134,-53,0,3
3740,33138,-54,0,4
3741,33144,-56,0,6
3742,33151,-57,0,7
3743,33211,-110,0,60
3744,33213,-52,0,2
3745,33217,-54,0,4
3746,33224,-57,0,7
3747,33277,-3,0,53
3748,33282,-55,0,5
3749,33285,-53,0,3
3750,33287,-52,0,2
3751,33295,-58,0,8
3752,33297,-52,0,2
3753,33303,-56,0,6
3754,33324,-71,0,21
3755,33326,-52,0,2
3756,33331,-55,0,5
3757,33338,-57,0,7
3758,33359,-71,0,21
3759,33364,-55,0,5
3760,33367,-53,0,3
3761,33373,-56,0,6
3762,33410,13,0,37
3763,33414,-54,0,4
3764,33422,42,0,8
3765,33431,-59,0,9
3766,33473,8,0,42
3767,33477,-54,0,4
3768,33483,-56,0,6
3769,33487,-54,0,4
3770,33493,-56,0,6
3771,33508,-65,0,15
3772,33517,-59,0,9
3773,33554,13,0,37
3774,33558,-54,0,4
3775,33573,-65,0,15
3776,33577,-54,0,4
3777,33582,-55,0,5
3778,33584,-52,0,2
3779,33588,-54,0,4
3780,33592,-54,0,4
3781,33597,-55,0,5
3782,33600,-53,0,3
3783,33609,-59,0,9
3784,33665,-6,0,56
3785,33678,-63,0,13
3786,33684,-56,0,6
3787,33689,-55,0,5
3788,33695,-56,0,6
3789,33698,-53,0,3
3790,33705,-57,0,7
3791,33708,-53,0,3
3792,33710,-52,0,2
3793,33714,-54,0,4
3794,33721,-57,0,7
3795,33723,-52,0,2
3796,33725,-52,0,2
3797,33825,-100,0,100
3798,33827,-52,0,2
3799,33829,-52,0,2
3800,33850,-71,0,21
3801,33856,-56,0,6
3802,33863,-57,0,7
3803,33871,-58,0,8
3804,33897,24,0,26
3805,33904,-57,0,7
3806,33920,34,0,16
3807,33924,-54,0,4
3808,33929,-55,0,5
3809,33938,-59,0,9
3810,33941,-53,0,3
3811,33953,-62,0,12
3812,33955,-52,0,2
3813,33958,-53,0,3
3814,33960,-52,0,2
3815,33969,-59,0,9
3816,33976,-57,0,7
3817,33978,-52,0,2
3818,33983,-55,0,5
3819,33996,37,0,13
3820,33999,-53,0,3
3821,34007,-58,0,8
3822,34017,-60,0,10
3823,34026,-59,0,9
3824,34030,-54,0,4
3825,34033,-53,0,3
3826,34037,-54,0,4
3827,34039,-52,0,2
3828,34046,-57,0,7
3829,34084,12,0,38
3830,34087,-53,0,3
3831,34094,-57,0,7
3832,34096,-52,0,2
