,timesteps,reward,hidden_reward,episode_length
1501,150200,-22,-26,100
1502,150300,-37,-20,100
1503,150400,-46,-42,100
1504,150500,-37,-32,100
1505,150600,-64,-54,100
1506,150700,-40,-32,100
1507,150800,-43,-36,100
1508,150900,-43,-28,100
1509,151000,-34,-32,100
1510,151100,-34,-24,100
1511,151200,-37,-34,100
1512,151300,-37,-40,100
1513,151400,-49,-36,100
1514,151500,-28,-24,100
1515,151600,-61,-42,100
1516,151700,-34,-28,100
1517,151800,-43,-32,100
1518,151900,-34,-16,100
1519,152000,-55,-50,100
1520,152100,-28,-22,100
1521,152200,-52,-42,100
1522,152300,-40,-22,100
1523,152400,-49,-28,100
1524,152500,-34,-32,100
1525,152600,-43,-34,100
1526,152700,-43,-24,100
1527,152800,-25,-6,100
1528,152900,-43,-40,100
1529,153000,-43,-22,100
1530,153100,-49,-28,100
1531,153200,-49,-40,100
1532,153300,-43,-40,100
1533,153400,-46,-38,100
1534,153500,-40,-32,100
1535,153600,-46,-32,100
1536,153700,-46,-34,100
1537,153800,-49,-34,100
1538,153900,-43,-30,100
1539,154000,-46,-30,100
1540,154100,-25,-10,100
1541,154200,-46,-44,100
1542,154300,-46,-46,100
1543,154400,-43,-34,100
1544,154500,-46,-40,100
1545,154600,-52,-46,100
1546,154700,-52,-60,100
1547,154800,-34,-22,100
1548,154900,-31,-20,100
1549,155000,-40,-26,100
1550,155100,-34,-32,100
1551,155200,-25,-24,100
1552,155300,-37,-22,100
1553,155400,-61,-50,100
1554,155500,-46,-40,100
1555,155600,-34,-20,100
1556,155700,-31,-30,100
1557,155800,-34,-34,100
1558,155900,-46,-30,100
1559,156000,-34,-16,100
1560,156100,-46,-36,100
1561,156200,-49,-44,100
1562,156300,-37,-24,100
1563,156400,-52,-34,100
1564,156500,-28,-32,100
1565,156600,-37,-26,100
1566,156700,-31,-24,100
1567,156800,-37,-22,100
1568,156900,-52,-30,100
1569,157000,-37,-28,100
1570,157100,-28,-22,100
1571,157200,-37,-20,100
1572,157300,-22,-24,100
1573,157400,-49,-30,100
1574,157500,-25,-16,100
1575,157600,-34,-32,100
1576,157700,-49,-38,100
1577,157800,-43,-40,100
1578,157900,-34,-22,100
1579,158000,-34,-32,100
1580,158100,-46,-46,100
1581,158200,-25,-30,100
1582,158300,-34,-30,100
1583,158400,-34,-34,100
1584,158500,-25,-26,100
1585,158600,-34,-28,100
1586,158700,-22,-2,100
1587,158800,-40,-40,100
1588,158900,-28,-26,100
1589,159000,-40,-36,100
1590,159100,-25,-16,100
1591,159200,-46,-34,100
1592,159300,-43,-48,100
1593,159400,-58,-50,100
1594,159500,-49,-52,100
1595,159600,-37,-38,100
1596,159700,-19,-22,100
1597,159800,-46,-40,100
1598,159900,-28,-32,100
1599,160000,-40,-32,100
1600,160100,-55,-42,100
1601,160200,-34,-34,100
