,timesteps,reward,hidden_reward,episode_length
604,60500,-52,-46,100
605,60600,-52,-42,100
606,60700,-49,-36,100
607,60800,-55,-46,100
608,60900,-37,-32,100
609,61000,-43,-36,100
610,61100,-79,-58,100
611,61200,-49,-36,100
612,61300,-58,-50,100
613,61400,-61,-50,100
614,61500,-52,-44,100
615,61600,-43,-40,100
616,61700,-70,-60,100
617,61800,-46,-48,100
618,61900,-70,-66,100
619,62000,-55,-48,100
620,62100,-64,-56,100
621,62200,-64,-58,100
622,62300,-64,-46,100
623,62400,-67,-58,100
624,62500,-67,-60,100
625,62600,-58,-46,100
626,62700,-64,-50,100
627,62800,-67,-54,100
628,62900,-49,-38,100
629,63000,-58,-40,100
630,63100,-61,-52,100
631,63200,-58,-40,100
632,63300,-55,-40,100
633,63400,-52,-48,100
634,63500,-58,-42,100
635,63600,-52,-34,100
636,63700,-58,-54,100
637,63800,-49,-40,100
638,63900,-52,-42,100
639,64000,-52,-46,100
640,64100,-76,-64,100
641,64200,-58,-42,100
642,64300,-67,-62,100
643,64400,-49,-38,100
644,64500,-55,-54,100
645,64600,-49,-46,100
646,64700,-64,-44,100
647,64800,-49,-44,100
648,64900,-52,-48,100
649,65000,-61,-44,100
650,65100,-67,-50,100
651,65200,-49,-40,100
652,65300,-46,-50,100
653,65400,-40,-32,100
654,65500,-73,-58,100
655,65600,-52,-36,100
656,65700,-43,-38,100
657,65800,-61,-48,100
658,65900,-55,-54,100
659,66000,-49,-42,100
660,66100,-67,-64,100
661,66200,-73,-62,100
662,66300,-49,-46,100
663,66400,-49,-34,100
664,66500,-37,-32,100
665,66600,-64,-48,100
666,66700,-55,-48,100
667,66800,-58,-60,100
668,66900,-52,-38,100
669,67000,-55,-46,100
670,67100,-49,-32,100
671,67200,-46,-32,100
672,67300,-49,-46,100
673,67400,-79,-64,100
674,67500,-16,-12,100
675,67600,-46,-40,100
676,67700,-46,-46,100
677,67800,-61,-58,100
678,67900,-43,-44,100
679,68000,-58,-58,100
680,68100,-67,-48,100
681,68200,-55,-48,100
682,68300,-49,-36,100
683,68400,-49,-36,100
684,68500,-43,-32,100
685,68600,-55,-50,100
686,68700,-55,-48,100
687,68800,-58,-48,100
688,68900,-55,-42,100
689,69000,-67,-56,100
690,69100,-67,-60,100
691,69200,-64,-56,100
692,69300,-58,-48,100
693,69400,-46,-44,100
694,69500,-67,-50,100
695,69600,-61,-48,100
696,69700,-46,-26,100
697,69800,-70,-50,100
698,69900,-58,-48,100
699,70000,-61,-54,100
700,70100,-52,-46,100
701,70200,-46,-34,100
702,70300,-37,-38,100
703,70400,-55,-44,100
704,70500,-43,-40,100
705,70600,-52,-38,100
706,70700,-52,-36,100
707,70800,-58,-40,100
708,70900,-55,-48,100
709,71000,-43,-40,100
710,71100,-49,-46,100
711,71200,-55,-48,100
712,71300,-34,-40,100
713,71400,-52,-44,100
714,71500,-46,-38,100
715,71600,-49,-36,100
716,71700,-37,-42,100
717,71800,-61,-46,100
718,71900,-64,-48,100
719,72000,-46,-42,100
720,72100,-58,-40,100
721,72200,-46,-48,100
722,72300,-70,-62,100
723,72400,-61,-54,100
724,72500,-64,-50,100
725,72600,-46,-50,100
726,72700,-49,-52,100
727,72800,-58,-46,100
728,72900,-46,-38,100
729,73000,-52,-36,100
730,73100,-34,-38,100
731,73200,-43,-54,100
732,73300,-49,-48,100
733,73400,-61,-52,100
734,73500,-64,-56,100
735,73600,-49,-46,100
736,73700,-64,-54,100
737,73800,-46,-42,100
738,73900,-55,-52,100
739,74000,-52,-44,100
740,74100,-40,-50,100
741,74200,-52,-48,100
742,74300,-58,-58,100
743,74400,-37,-34,100
744,74500,-67,-52,100
745,74600,-46,-38,100
746,74700,-31,-28,100
747,74800,-58,-58,100
748,74900,-46,-44,100
749,75000,-40,-28,100
750,75100,-46,-42,100
751,75200,-55,-40,100
752,75300,-64,-56,100
753,75400,-49,-46,100
754,75500,-61,-56,100
755,75600,-43,-30,100
756,75700,-37,-38,100
757,75800,-46,-42,100
758,75900,-52,-44,100
759,76000,-73,-64,100
760,76100,-31,-38,100
761,76200,-43,-48,100
762,76300,-64,-42,100
763,76400,-31,-28,100
764,76500,-55,-40,100
765,76600,-55,-46,100
766,76700,-58,-52,100
767,76800,-40,-34,100
768,76900,-28,-34,100
769,77000,-52,-40,100
770,77100,-46,-44,100
771,77200,-40,-38,100
772,77300,-46,-40,100
773,77400,-31,-40,100
774,77500,-61,-50,100
775,77600,-46,-42,100
776,77700,-46,-46,100
777,77800,-28,-38,100
778,77900,-40,-36,100
779,78000,-28,-26,100
780,78100,-37,-32,100
781,78200,-43,-46,100
782,78300,-34,-44,100
783,78400,-46,-32,100
784,78500,-70,-62,100
785,78600,-43,-44,100
786,78700,-52,-40,100
787,78800,-61,-56,100
788,78900,-52,-42,100
789,79000,-58,-52,100
790,79100,-40,-50,100
791,79200,-13,-26,100
792,79300,-28,-34,100
793,79400,-31,-30,100
794,79500,-34,-36,100
795,79600,-49,-44,100
796,79700,-76,-64,100
797,79800,-34,-42,100
798,79900,-40,-28,100
799,80000,-43,-38,100
800,80100,-43,-34,100
801,80200,-52,-52,100
802,80300,-37,-36,100
803,80400,-55,-46,100
804,80500,-34,-34,100
805,80600,-43,-26,100
806,80700,-73,-60,100
807,80800,-46,-32,100
808,80900,-46,-46,100
809,81000,-55,-42,100
810,81100,-22,-30,100
811,81200,-40,-34,100
812,81300,-52,-36,100
813,81400,-76,-60,100
814,81500,-52,-52,100
815,81600,-52,-42,100
816,81700,-76,-70,100
817,81800,-28,-24,100
818,81900,-28,-32,100
819,82000,-43,-40,100
820,82100,-37,-26,100
821,82200,-10,-26,100
822,82300,-61,-60,100
823,82400,-46,-38,100
824,82500,-46,-44,100
825,82600,-31,-34,100
826,82700,-37,-36,100
827,82800,-19,-20,100
828,82900,-22,-30,100
829,83000,-37,-36,100
830,83100,-25,-22,100
831,83200,-43,-42,100
832,83300,-10,-22,100
833,83400,-46,-44,100
834,83500,-43,-44,100
835,83600,-46,-32,100
836,83700,-31,-28,100
837,83800,-40,-38,100
838,83900,-25,-34,100
839,84000,-22,-32,100
840,84100,-31,-32,100
841,84200,-46,-32,100
842,84300,-37,-30,100
843,84400,-25,-32,100
844,84500,-19,-28,100
845,84600,-25,-30,100
846,84700,-16,-28,100
847,84800,-40,-44,100
848,84900,-28,-24,100
849,85000,-46,-52,100
850,85100,-25,-34,100
851,85200,-34,-40,100
852,85300,-37,-30,100
853,85400,-25,-30,100
854,85500,-49,-56,100
855,85600,-34,-46,100
856,85700,-10,-24,100
857,85800,-19,-34,100
858,85900,-43,-50,100
859,86000,-7,-20,100
860,86100,-37,-38,100
861,86200,-13,-26,100
862,86300,-37,-38,100
863,86400,-19,-22,100
864,86500,-16,-30,100
865,86600,-34,-36,100
866,86700,-13,-22,100
867,86800,-49,-40,100
868,86900,-16,-30,100
869,87000,-16,-28,100
870,87100,-25,-28,100
871,87200,-22,-28,100
872,87300,-34,-36,100
873,87400,-34,-38,100
874,87500,-1,-20,100
875,87600,-16,-26,100
876,87700,-28,-40,100
877,87800,-7,-22,100
878,87900,-7,-22,100
879,88000,-37,-36,100
880,88100,-43,-48,100
881,88200,-31,-32,100
882,88300,-7,-26,100
883,88400,-4,-28,100
884,88500,-1,-26,100
885,88600,-13,-22,100
886,88700,-28,-42,100
887,88800,-10,-28,100
888,88900,-22,-34,100
889,89000,-10,-30,100
890,89100,-1,-30,100
891,89200,-13,-28,100
892,89300,-52,-50,100
893,89400,-13,-34,100
894,89500,-10,-34,100
895,89600,-13,-34,100
896,89700,-10,-30,100
897,89800,-43,-42,100
898,89900,-19,-30,100
899,90000,-16,-30,100
900,90100,-43,-54,100
901,90200,-16,-28,100
902,90300,-46,-50,100
903,90400,-28,-30,100
904,90500,-25,-36,100
905,90600,2,-20,100
906,90700,-34,-34,100
907,90800,-37,-50,100
908,90900,-28,-38,100
909,91000,-28,-42,100
910,91100,-1,-26,100
911,91200,5,-24,100
912,91300,-37,-44,100
913,91400,-4,-24,100
914,91500,-31,-28,100
915,91600,-7,-18,100
916,91700,-1,-16,100
917,91800,-1,-12,100
918,91900,-52,-54,100
919,92000,-7,-18,100
920,92100,-7,-22,100
921,92200,-13,-32,100
922,92300,2,-14,100
923,92400,2,-18,100
924,92500,-1,-20,100
925,92600,11,-12,100
926,92700,-1,-16,100
927,92800,-13,-24,100
928,92900,5,-14,100
929,93000,-4,-18,100
930,93100,-1,-22,100
931,93200,-13,-24,100
932,93300,11,-14,100
933,93400,-10,-18,100
934,93500,11,-22,100
935,93600,2,-22,100
936,93700,-4,-24,100
937,93800,-7,-28,100
938,93900,5,-18,100
939,94000,5,-14,100
940,94100,5,-20,100
941,94200,11,-12,100
942,94300,20,-14,100
943,94400,-61,-66,100
944,94500,-4,-12,100
945,94600,14,-12,100
946,94700,2,-16,100
947,94800,11,-18,100
948,94900,11,-18,100
949,95000,8,-18,100
950,95100,17,-14,100
951,95200,-55,-60,100
952,95300,-22,-32,100
953,95400,8,-16,100
954,95500,-1,-20,100
955,95600,11,-20,100
956,95700,11,-16,100
957,95800,5,-22,100
958,95900,17,-14,100
959,96000,26,-12,100
960,96100,17,-14,100
961,96200,-25,-48,100
962,96300,17,-12,100
963,96400,8,-22,100
964,96500,17,-18,100
965,96600,11,-16,100
966,96700,14,-14,100
967,96800,8,-18,100
968,96900,20,-14,100
969,97000,8,-16,100
970,97100,26,-10,100
971,97200,-22,-40,100
972,97300,11,-8,100
973,97400,2,-16,100
974,97500,23,-14,100
975,97600,17,-10,100
976,97700,29,-10,100
977,97800,14,-14,100
978,97900,14,-4,100
979,98000,5,-22,100
980,98100,11,-18,100
981,98200,11,-24,100
982,98300,17,-20,100
983,98400,23,-14,100
984,98500,29,-6,100
985,98600,5,-12,100
986,98700,20,-16,100
987,98800,35,-2,100
988,98900,17,-16,100
989,99000,29,-10,100
990,99100,20,-6,100
991,99200,26,-6,100
992,99300,26,-10,100
993,99400,23,-12,100
994,99500,14,-16,100
995,99600,32,-6,100
996,99700,11,-14,100
997,99800,-58,-72,100
998,99900,26,-6,100
999,100000,20,-8,100
1000,100100,23,-12,100
1001,100200,29,-10,100
1002,100300,29,-10,100
1003,100400,20,-10,100
1004,100500,35,-10,100
1005,100600,17,-10,100
1006,100700,20,-10,100
1007,100800,-1,-30,100
1008,100900,29,-4,100
1009,101000,20,-12,100
1010,101100,23,-12,100
1011,101200,29,-10,100
1012,101300,44,-2,100
1013,101400,29,-4,100
1014,101500,-1,-30,100
1015,101600,23,-12,100
1016,101700,38,-4,100
1017,101800,20,-6,100
1018,101900,38,-4,100
1019,102000,38,-4,100
1020,102100,32,-6,100
1021,102200,20,-10,100
1022,102300,32,-2,100
1023,102400,29,-8,100
1024,102500,35,-4,100
1025,102600,35,-6,100
1026,102700,26,-6,100
1027,102800,35,-10,100
1028,102900,23,-16,100
1029,103000,35,-6,100
1030,103100,41,-4,100
1031,103200,32,-8,100
1032,103300,23,-2,100
1033,103400,17,-18,100
1034,103500,38,-4,100
1035,103600,35,-4,100
1036,103700,38,-2,100
1037,103800,38,-4,100
1038,103900,32,-6,100
1039,104000,35,-8,100
1040,104100,32,-6,100
1041,104200,44,-2,100
1042,104300,35,-6,100
1043,104400,35,-4,100
1044,104500,41,-2,100
1045,104600,38,-2,100
1046,104700,32,-2,100
1047,104800,35,-8,100
1048,104900,11,-20,100
1049,105000,32,-6,100
1050,105100,38,-4,100
1051,105200,41,-4,100
1052,105300,23,-10,100
1053,105400,35,-6,100
1054,105500,35,-6,100
1055,105600,38,-2,100
1056,105700,41,-2,100
1057,105800,35,-4,100
1058,105900,41,-4,100
1059,106000,41,-2,100
1060,106100,38,-2,100
1061,106200,32,-4,100
1062,106300,41,-4,100
1063,106400,35,-6,100
1064,106500,26,-8,100
1065,106600,35,-8,100
1066,106700,41,-2,100
1067,106800,29,-6,100
1068,106900,32,-4,100
1069,107000,41,-2,100
1070,107100,35,-6,100
1071,107200,26,-6,100
1072,107300,47,-2,100
1073,107400,41,-2,100
1074,107500,35,-4,100
