,timesteps,reward,hidden_reward,episode_length
1173,10973,45,35,5
1174,10978,45,35,5
1175,10984,44,34,6
1176,10995,39,29,11
1177,11002,43,33,7
1178,11008,44,34,6
1179,11023,35,25,15
1180,11031,42,32,8
1181,11041,40,30,10
1182,11050,41,31,9
1183,11061,39,29,11
1184,11069,42,32,8
1185,11075,44,34,6
1186,11085,40,30,10
1187,11093,42,32,8
1188,11099,44,34,6
1189,11105,44,34,6
1190,11114,41,31,9
1191,11125,39,29,11
1192,11142,33,23,17
1193,11151,41,31,9
1194,11159,42,32,8
1195,11167,42,32,8
1196,11178,39,29,11
1197,11183,45,35,5
1198,11191,42,32,8
1199,11197,44,34,6
1200,11211,36,26,14
1201,11217,44,34,6
1202,11224,43,33,7
1203,11232,42,32,8
1204,11238,44,34,6
1205,11246,42,32,8
1206,11254,42,32,8
1207,11262,42,32,8
1208,11268,44,34,6
1209,11276,42,32,8
1210,11284,42,32,8
1211,11291,43,33,7
1212,11300,41,31,9
1213,11306,44,34,6
1214,11320,36,26,14
1215,11325,45,35,5
1216,11332,43,33,7
1217,11344,38,38,12
1218,11351,43,33,7
1219,11358,43,33,7
1220,11368,40,30,10
1221,11375,43,33,7
1222,11384,41,31,9
1223,11390,44,34,6
1224,11395,45,35,5
1225,11403,42,32,8
1226,11408,45,35,5
1227,11419,39,29,11
1228,11427,42,32,8
1229,11434,43,33,7
1230,11449,35,25,15
1231,11461,38,28,12
1232,11469,42,32,8
1233,11476,43,33,7
1234,11483,43,33,7
1235,11492,41,31,9
1236,11500,42,32,8
1237,11506,44,34,6
1238,11513,43,33,7
1239,11520,43,33,7
1240,11528,42,32,8
